user,image,caption,engagement,labels
akanksharedhu_166654_3006774447044259315_-1_23,instagram_dataset/Data/akanksharedhu_166654_3006774447044259315_-1_23/2023-01-02_10-31-07_UTC_4.jpg,"Good food really is enough a reason incase you were wondering what the point of it all is today. Consider this a sign.
Bestest at the revamped @andreasdining at Select CityWalk
Everything we ate was 🤌🤌🤌
Highly recommend (in order shown):
~ Grilled Norwegian salmon in the caper butter sauce
~ The Asian Chilli Burrata OBVIOUSLY
~ Truffle cream cheese dimsums 
~ Belgian pork ribs
~ Eight textured chocolate cake
Thank you chef @jaggimohit89 & @chef__aman_kapoor for this beautiful lunch 🙏🐐🥳
At @selectcitywalk
.
.
#RedhuEats
#akanksharedhu #nomnomnom #foodie #foodstagram #foodphotographer #foodporn #foodgasm #foodguide #indianblogger #Delhiblogger #delhirestaurants #andreasdining #selectcitywalk #burrata",23,"['Smile', 'Furniture', 'Tableware', 'Shirt', 'Table', 'Restaurant', 'Chair', 'Drinkware', 'Plate', 'Dishware']"
akanksharedhu_166654_3007614632984305830_-1_19,instagram_dataset/Data/akanksharedhu_166654_3007614632984305830_-1_19/2023-01-03_14-20-25_UTC_2.jpg,"~ l a t e l y ~
#MeInMirrors ~ if you pay attention you'll realise i wear pretty much the same shit everyday just mixed n matched differently barring a couple of pieces. Especially in the winters. Pick your winners for the season and stick with em is my policy.
Cleaning up pretty well when called for.
Last is an unedited selfie of me unhinged after waking up at 11am recently. I'm shifting things & energy in life/work (both are completely intertwined for me organically and i love it that way) and that has called for slowing down even more than what i was used to (I've always been a chiller for the most part). It's mostly a culmination of the last 2 years for me which feels like more of a life lived than the other 33 years in some ways and i hope to share it here when the time comes :)
Style, food and travel will always be a part of my life so that you'll always find in this space 🚀
Some things are tagged",19,"['Collar', 'Fashion', 'Blazer', 'Button', 'Denim', 'Grey', 'Fashion design', 'Pocket', 'Bag', 'Sunglasses']"
akanksharedhu_166654_3011967490575674005_-1_59,instagram_dataset/Data/akanksharedhu_166654_3011967490575674005_-1_59/2023-01-09_14-28-46_UTC_2.jpg,"First time someone has legit thrown up within 60 seconds of meeting me 🐕 I quietly got up and walked away. As one does. Not before checking the contents tho. As one does. I could see carrots and peas 🤌🤌
At least the sun had set beautifully moments before this.
#theresalwaysafirsttime",59,"['Fun', 'Happiness', 'Vacation', 'Beach', 'Leisure', 'Holiday', 'Canidae', 'Palm trees', 'Sand', 'Sun tanning']"
akanksharedhu_166654_3013400335471048824_-1_19,instagram_dataset/Data/akanksharedhu_166654_3013400335471048824_-1_19/2023-01-11_13-55-34_UTC_2.jpg,"This stunner of a dress deserved it's own post 💫 Also because it was giving me goddess while walking on the beach watching the sunset 🤌
The yum off-shoulder, the customisable hem, the silky fabric, the golden hour, the palms swaying to the wind, the abundance all around ❤️🐒
By @palakandmehak 
.
.
#RedhuxIndieDesign
#akanksharedhu #ootd #lotd #wiw #indianfashionblogger #indianblogger #Fashionblogger #Delhiblogger #styleinspo #styleinspiration #styleinfluencer #bloggerstyle",19,"['Red', 'Summer', 'Dress', 'Leisure', 'People in nature', 'Vacation', 'Foot', 'Day Dress', 'One-piece garment', 'Barefoot']"
akanksharedhu_166654_3015660111355135907_-1_19,instagram_dataset/Data/akanksharedhu_166654_3015660111355135907_-1_19/2023-01-14_16-45-21_UTC_2.jpg,"Have pretty much lived in these 2 timeless linen dresses while in Goa ❤️ ~ by @saphedliving 
Together and as separates. The shirt dress especially is a classic buy because you will wear it everywhere. And look so chic, effortless and cool 🚀 especially when you're taking your sunset walk on the beach ;) as i did :)
.
.
#RedhuxIndieDesign
#akanksharedhu #ootd #lotd #wiw #indianfashionblogger #indianblogger #Fashionblogger #Delhiblogger #styleinspo #styleinspiration #styleinfluencer #bloggerstyle #saphed #saphedlinen",19,"['Beauty', 'Summer', 'Fashion', 'Dress', 'Day Dress', 'Vacation', 'Waist', 'Leisure', 'One-piece garment', 'People in nature']"
akanksharedhu_166654_3019912967682076878_-1_46,instagram_dataset/Data/akanksharedhu_166654_3019912967682076878_-1_46/2023-01-20_13-35-01_UTC_1.jpg,"Found me a ~ G O R G~  strapless dress and made it look ~ R E A L ~ good 💫 by @ilk_india 
So classic, love the chocolate colour that looks like black in certain lights so you're always left guessing and the fabric is so smooth and creamy 🤌🤌🤌
y a y 
.
.
#RedhuxIndieDesign 
#akanksharedhu #ootd #lotd #wiw #indianfashionblogger #indianblogger #Fashionblogger #Delhiblogger #styleinspo #styleinspiration #styleinfluencer #bloggerstyle #RedhuxIlk",46,"['Dress', 'Fashion', 'One-piece garment', 'Day Dress', 'Waist', 'Cocktail dress', 'Foot', 'Strapless dress', 'Sandal', 'Ankle']"
akanksharedhu_166654_3022119969820788682_-1_27,instagram_dataset/Data/akanksharedhu_166654_3022119969820788682_-1_27/2023-01-23_14-39-56_UTC.jpg,"It's fun to dance around on an empty dark beach with your tea bags hanging out. Under the stars with the moon just coming up and salt suspended in the air. A doggo was on lookout OBVS.
Had it been warmer a skinny dip would've been in the cards too but not in Jan, not for me atleast (although I type this as someone who has grown fond of her 2 minute cold showers in the peak of winters, something i believed i would NEVER even try)
The owner of the beach huts i was staying at kept asking to see the pics I'd told him i was taking of the moon. He didn't realise i take precedence over the moon on most days 🌒
( Edit: the beach was actually pitch black. It's the camera that's caught all this light )",27,"['Astronomical object', 'Night', 'Star', 'Evening', 'Astronomy', 'Lens flare', 'Backlighting', 'Dusk', 'Celestial event']"
akanksharedhu_166654_3023350271808379145_-1_11,instagram_dataset/Data/akanksharedhu_166654_3023350271808379145_-1_11/2023-01-25_07-24-19_UTC_3.jpg,"Being the salad lover 🥗 that I am I was muy excited to lunch at @uncafesalad recently ✨
Love the max natural light coming in, the cute cosy interiors, the location of the restaurant (it's a great spot to sit read, have your coffee and people watch all day) and the FOOD!
Fresh, local ingredients to make the loveliest salad bowls that you can even build on your own from everything available on the menu.
Here's what we had and loved:
~ Build your own bowl: mine had butternut squash, avocado, feta, sun-dried tomatoes, cottage cheese and a bunch of other stuff.
~ Scrambled eggs on an open faced sandwich
~ Hot chocolate (highly recommend for those who consume dairy, it was YUM)
~ Pumpkin soup
Everything was fresh, light, yum and just as it should be 🤌🤌❤️❤️
.
.
#RedhuEats
#akanksharedhu #nomnomnom #foodie #foodstagram #foodphotographer #foodporn #foodgasm #foodguide #indianblogger #Delhiblogger #delhirestaurants #selectcitywalk #saladbowl #uncafesalad",11,"['Food', 'Tableware', 'Ingredient', 'Bread', 'Kitchen utensil', 'Breakfast', 'Finger food', 'Vegetable', 'Recipe', 'Scrambled eggs']"
akanksharedhu_166654_3026456264237387230_-1_38,instagram_dataset/Data/akanksharedhu_166654_3026456264237387230_-1_38/2023-01-29_14-15-22_UTC_6.jpg,"Oh you thought i was done with my Goa dumps? I hadn't even started yet actually.
~ Just a good angle for my chest to waist ratio and @sahdevhooda. Bikini by @westsidestores
~ somewhere on the way
~ first sunset so the light was epic but the feeling behind that face not quite. 
~ post dinner walk starting point
~ my first tinted sunscreen by @sunscoopspf and wow i think I'll be making tinted sunscreens a part of my life now 
~ din and beer after a long long time ❤️ @budweiserindia",38,"['Smile', 'Furniture', 'Vacation', 'Drinkware', 'Bottle', 'Alcoholic drink', 'Leisure', 'Outdoor furniture', 'Thatching', 'Fun']"
akanksharedhu_166654_3027008536182508915_-1_44,instagram_dataset/Data/akanksharedhu_166654_3027008536182508915_-1_44/2023-01-30_08-32-38_UTC_2.jpg,"Tapping into my softer, feminine energy with these dainty ruby and pearl jewelry pieces from @mynirwaana ✨
They also make for great Valentine's Day gifts for yourself or someone you admire ☺️
.
.
#valentineday #valentinesdaygift #Nirwaana #Jewelery #Handcrafted  #mynirwaana #RedhuxNirwaana #jotd #jewelrydesign #jewelrygram #jewelrylover #jewellerylover #Delhiblogger #Indianfashionblogger #styleinspo",44,"['Jewellery', 'Pendant', 'Body Jewelry', 'Necklace', 'Gemstone', 'Natural material', 'Locket', 'Jewelry Making', 'Silver', 'Chain']"
akanksharedhu_166654_3027815524911931286_-1_19,instagram_dataset/Data/akanksharedhu_166654_3027815524911931286_-1_19/2023-01-31_11-15-59_UTC_1.jpg,"a T H O U S A N D yesses to this Burrata salad that was inhaled today at @tbsp.tablespoon 
Loved the food, loved the cute interiors that make me feel as if I'm lunching in my own kitchen and puts me more at ease while eating (not that I need to feel more at ease while eating iykwim)
We LOVED having these:
~ Burrata salad
~ Minestrone soup (not pictured but YUM)
~ The salmon large plate (SO good)
~ Mushroom gnocchi
~ Chocolate Crème Brûlée 
The real dessert is ofcourse in the last slide 🐒 
At @dlfavenue 
.
.
#RedhuEats
#akanksharedhu #nomnomnom #foodie #foodstagram #foodphotographer #foodporn #foodgasm #foodguide #indianblogger #Delhiblogger #delhirestaurants #dlfavenue #tbsp @yumyumtreeindia",19,"['Food', 'Ingredient', 'Produce', 'Vegetable', 'Recipe', 'Leaf vegetable', 'Garnish', 'Dishware', 'Cooking', 'Staple food']"
akanksharedhu_166654_3029272403479363850_-1_29,instagram_dataset/Data/akanksharedhu_166654_3029272403479363850_-1_29/2023-02-02_11-30-32_UTC_3.jpg,"Pizza, coz well...pizza 🍕 Tried the new @slycepizza.official and liked it 🤌
The pizzas that we tried (in order shown):
~ Mushroom & cream cheese pizza
~ Japanese chicken karaage pizza (loved the crunch and the slightest hint of sweetness)
~ OG pepperoni pizza
~ Caramelized onions and chevre pizza
I also liked the fact that they send some extra fun condiments like dips and fresh peppers ❤️
.
.
#RedhuEats #pizzapizzapizza
#pizzalover #pizzagram #pizzatime #pizza🍕 #akanksharedhu #nomnomnom #foodie #foodstagram #foodphotographer #foodporn #foodgasm #foodguide #indianblogger #Delhiblogger #delhirestaurants #slycepizza",29,"['Food', 'Ingredient', 'Pepperoni', 'Fast food', 'Recipe', 'Pizza', 'Comfort food', 'Junk food', 'Meat', 'Side dish']"
akanksharedhu_166654_3033013634768356353_-1_17,instagram_dataset/Data/akanksharedhu_166654_3033013634768356353_-1_17/2023-02-07_15-23-42_UTC.jpg,"You have never been in this exact moment before, so you don't need to pretend like you know exactly what to do or feel bad that you don't.
Release, let go, breathe and trust that your body contains all the wisdom you will ever need.
Breath-work is an amazing tool to tap into your inner world and can lead to some incredible shifts. All you need to do is be willing :)
#energyshift #loa #innerwisdom #breathwork",17,"['People in nature', 'Fun', 'Barefoot', 'Night', 'Happiness', 'Rejoicing', 'Evening', 'Foot', 'Jumping', 'Performing Arts']"
akanksharedhu_166654_3033733963639763132_-1_17,instagram_dataset/Data/akanksharedhu_166654_3033733963639763132_-1_17/2023-02-08_15-14-52_UTC_2.jpg,"The beginning, the end and everything in between at @_botai ✨ A fresh new menu AND a special new cocktail menu by mixologist @engjishala based on the days of the week and the corresponding colours worn on them in Thailand ❤️ My fave was Saturday (what I'm holding in the 1st pic)
Food to try: 
~ Preserved raw mango avocado salad 🥑
~ Crystal cream cheese dumpling
~ Prawn & crabmeat dumpling
~ Grilled prawn salsa with brioche toast 
.
.
#RedhuEats
#akanksharedhu #nomnomnom #foodie #foodstagram #foodphotographer #foodporn #foodgasm #foodguide #indianblogger #Delhiblogger #delhirestaurants #botai #datenight #qutubminar",17,"['Facial expression', 'Alcoholic drink', 'Smile', 'Drinkware', 'Liquor', 'Happiness', 'Drinking', 'Fun', 'Night', 'Alcohol']"
akanksharedhu_166654_3034558670022836521_-1_26,instagram_dataset/Data/akanksharedhu_166654_3034558670022836521_-1_26/2023-02-09_18-33-24_UTC.jpg,"If the tables won't turn, flip them the f*** over",26,"['Bra', 'Photograph', 'Undergarment', 'Monochrome photography', 'Swimsuit Top', 'Bikini', 'Lingerie', 'Fashion', 'Art Model', 'Beauty']"
akanksharedhu_166654_3035109891611671060_-1_20,instagram_dataset/Data/akanksharedhu_166654_3035109891611671060_-1_20/2023-02-10_12-48-35_UTC_3.jpg,"I've had a loving and fine seasoned relationship with @kharakapas and their clothing. Meaning 'pure cotton' this is a slow brand with thoughtful pieces that i always find myself lusting after, season after season. Like this 'a-dress-cannot-get-easier-yet-goddess-like' dress that's shibori dyed in 100% cotton mulmul. Tie -up at one shoulder, no need for a bra or keeping that core tight all day and two deep pockets ;)
There's really nothing more you can ask for.
Paired with some vintage and some random silver nick nacks I've accrued over the years and white sneakers so that i can comfortably walk all day at art fair ❤️
This is a dress i know I'll wear all my life (like all my other kharakapas pieces I've had from over the years).
.
.
#RedhuxIndieDesign 
#akanksharedhu #ootd #lotd #wiw #Indianfashionblogger #indianblogger #fashionblogger #styleblogger #stylediaries #styleinfluencer #styleinspo #styleinspiration #bloggerstyle #delhiblogger #kharakapas #RedhuxKharaKapas #dressoftheday",20,"['Jewellery', 'Fashion', 'Smile', 'Necklace', 'Earring', 'Long hair', 'Body Jewelry', 'Day Dress', 'Fashion design', 'Natural material']"
akanksharedhu_166654_3037888465765860860_-1_14,instagram_dataset/Data/akanksharedhu_166654_3037888465765860860_-1_14/2023-02-14_08-49-07_UTC_2.jpg,"Had the loveliest of times indulging in wellness rituals at @naad_wellness guided by @vasudha.rai where we even got to make our own face masks with natural ingredients, bask in the sun, eat incredibly fresh and nutritious meals and get a fab glow later.
I extended my stay at Naad after that because i wanted some more of that goodness but more on that later :) 
.
.
#RedhuTravels 
#ayurvedalife #ayurvedahealing #wellnessresort #naadwellness #ayurvedaresort #wellnesshotel #RedhuBeauty #travelgram #travelblogger #sonipat #wellnesstravel #indiantravelblogger",14,"['Ingredient', 'Masala', 'Powder', 'Turmeric', 'Curry powder', 'Baharat', 'Spice', 'Seasoning', 'Tandoori masala', 'Chili powder']"
akanksharedhu_166654_3038752942053677855_-1_0,instagram_dataset/Data/akanksharedhu_166654_3038752942053677855_-1_0/2023-02-15_13-26-41_UTC_2.jpg,"~ slow is  f a s t ~
From the post-it on the wall of someone cool I know
Me, my journal and the sun trying to read what I'm writing :)",0,"['Grass', 'Barefoot', 'Toe', 'Foot', 'Grasses', 'People in nature', 'Lawn', 'Nail', 'Ankle', 'Artificial turf']"
akanksharedhu_166654_3042449794829681179_-1_36,instagram_dataset/Data/akanksharedhu_166654_3042449794829681179_-1_36/2023-02-20_15-51-40_UTC_4.jpg,"'Attract what you want by being what you want'
Note to self: Be A Beach 🚀
🏖️ Jus sum mo Goa tings 🏖️
~ umbrella and salt party
~ the very first miracle of the day ☕ (the miracle part being me enjoying my coffee each day like it's the first time I've ever tasted coffee 🤌)
~ turnt & burnt but never learnt
~ sweet sweet magic in a bowl ✨
~ hot dogs and a hot dawg
~ the look of a well-fed sun-set bebeh
.
.
#goa #RedhuTravels #beachbum #southgoa",36,"['Food', 'Fruit', 'Produce', 'Ingredient', 'Natural foods', 'Fruit salad', 'Recipe', 'Breakfast', 'Food group', 'Superfood']"
akanksharedhu_166654_3046713643669999601_-1_13,instagram_dataset/Data/akanksharedhu_166654_3046713643669999601_-1_13/2023-02-26_13-03-10_UTC_2.jpg,"A very fun evening yesterday spent witnessing 'Betrayal' by Harold Pinter at @home_delhi with @johnniewalkerindia 
Yum cocktails, extremely engrossing performances on stage, the cutest girlfriends and scrumptious snacckies ❤️🦄 Not much else is required.
The play is on tonight as well in Delhi and then moves to Mumbai.
.
.
#RedhuCheers 
#JohnnieWalkerIndia #drinkresponsibly #haroldpintertheatre #haroldpinterbetrayal #ambiencemall #cincin 
At @ambiencemallvasantkunj
@diageo",13,"['Furniture', 'Interior design', 'Couch', 'Flooring', 'Lighting', 'Ceiling', 'Table', 'Living room', 'Daybed', 'Room']"
akanksharedhu_166654_3048043069191068142_-1_12,instagram_dataset/Data/akanksharedhu_166654_3048043069191068142_-1_12/2023-02-28_09-04-30_UTC_2.jpg,"~ C O F F E E  L O V E R S ~ I've discovered a coffee flavoured toothpaste to make ALL your coffee dreams come true. Morning AND night 😁☕ @dente91_official
Think minty coffee and like actually really tasty. I love drinking my coffee first thing in the morning and quite hate brushing my teeth after coz the coffee taste dies after that. But this is a pretty sweet deal for me 😎 Yay!
I also did a blog post on it WHAAAAT! Sharing link in stories (feels like the old days)
https://akanksharedhu.com 
.
.
#coffeelover #coffeetoothpaste #dente91 #dente91toothpaste #RedhuxDente91 #RedhuBeauty",12,"['Nail', 'Happiness']"
akanksharedhu_166654_3049665101986088996_-1_6,instagram_dataset/Data/akanksharedhu_166654_3049665101986088996_-1_6/2023-03-02_14-47-11_UTC.jpg,"The other kind of dance I like showing up for. 
Over & over again :)
The 1st day of my birthday month got hijacked by mind numbing period pains but when i finally came to it and gathered my nervous system back together and sat with myself here's what came up.
Message for the month is one of patience. Even though i like to believe that i am mostly a very patient person sometimes i do give into being in a hurry towards things that need to take their time to unfold.
And my intention for this month is to keep inviting my shadow to show up and chill in bright light with me because that's just the work i happened to be indulging in right now. 
Like i said. The kind of dance i like to keep showing up for.
But also, the dance of mama nature herself ❤️ 
10 points if you understood even 10% of my caption.",6,"['Blue', 'Horizon', 'Fluid', 'Dusk', 'Afterglow', 'Liquid', 'atmospheric phenomenon', 'Cloud', 'Orange', 'Sunset']"
